,features,spliced_features,unspliced_features,gene_count_corr,fit_r2,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,velocity_genes,spearmans_score,velocity_score
BCL9,BCL9,BCL9,BCL9,-0.0051,-0.028809428215026855,,,,,,,,,,,,,,,,False,0.14999392442732595,0
TUBGCP6,TUBGCP6,TUBGCP6,TUBGCP6,-0.0198,-0.3845398426055908,,,,,,,,,,,,,,,,False,0.06067804259786796,0
NFYB,NFYB,NFYB,NFYB,0.0331,-0.3289377689361572,,,,,,,,,,,,,,,,False,0.07112651494460026,0
USP15,USP15,USP15,USP15,-0.0563,-0.9644997119903564,,,,,,,,,,,,,,,,False,0.24473783873544167,0
DYNC2H1,DYNC2H1,DYNC2H1,DYNC2H1,-0.0735,-0.11637699604034424,,,,,,,,,,,,,,,,False,0.573831081505512,0
ABCD2,ABCD2,ABCD2,ABCD2,-0.0063,-0.70064377784729,,,,,,,,,,,,,,,,False,0.09143832833434733,0
EED,EED,EED,EED,0.0226,-0.5202559232711792,,,,,,,,,,,,,,,,False,0.08575656375159112,0
ANAPC15,ANAPC15,ANAPC15,ANAPC15,-0.0286,-0.03130662441253662,,,,,,,,,,,,,,,,False,0.0,0
TXN2,TXN2,TXN2,TXN2,-0.0132,-0.03008568286895752,,,,,,,,,,,,,,,,False,0.02307370141527533,0
PAXBP1,PAXBP1,PAXBP1,PAXBP1,-0.0436,-0.6548314094543457,,,,,,,,,,,,,,,,False,0.32384142065170807,0
ATP2B1,ATP2B1,ATP2B1,ATP2B1,-0.0186,0.19455504417419434,0.34699344445531943,0.6808694961067064,0.2153325042913306,19.092716728355644,0.5042894333600998,0.1683109700679779,0.3893851041793823,0.2278139644348046,0.0,0.0,0.4514945664909376,0.5221055220437554,1.3309971631087105,1.0906220566610185,3.5588136461110054,True,0.5976136863413948,0
CELF2,CELF2,CELF2,CELF2,0.0922,0.6516766846179962,0.14840525015440414,0.009903893351923978,0.10323458548850087,19.999999378698988,19.17647817134857,5.250003814697266,0.24844908714294434,0.3172419413745501,0.0,0.0,0.4416940833240147,12.99848126719341,0.7236507829631968,0.5354221491062988,4.85726244100037,False,0.8128758732364012,0
PRKX,PRKX,PRKX,PRKX,0.0714,-0.5358529090881348,,,,,,,,,,,,,,,,False,0.35075158819000296,0
ATP10A,ATP10A,ATP10A,ATP10A,0.0499,0.10878121852874756,0.006329682665046554,0.04377957234064912,0.10897629211422913,11.59877679181062,5.797113058964413,0.05751847103238106,0.00839228741824627,0.01846902964065813,0.0,0.0,0.23555921996330592,0.1915440424391245,0.030102738171237813,2.0561698116089233,3.4993776205983202,True,0.4385079324627573,0
LIMS1,LIMS1,LIMS1,LIMS1,0.0499,-1.4620234966278076,,,,,,,,,,,,,,,,False,0.3113306654725359,0
ENSGALG00000049165.1,ENSGALG00000049165.1,ENSGALG00000049165.1,ENSGALG00000049165.1,0.0257,-0.46243834495544434,,,,,,,,,,,,,,,,False,0.3277753428549991,0
SHROOM2,SHROOM2,SHROOM2,SHROOM2,-0.0026,-1.0444633960723877,,,,,,,,,,,,,,,,False,0.3774507840149723,0
IPO5,IPO5,IPO5,IPO5,0.0669,-0.06638002395629883,,,,,,,,,,,,,,,,False,0.23365382701760015,0
GRAMD4,GRAMD4,GRAMD4,GRAMD4,-0.0433,0.02614229917526245,0.11935317023617602,0.5601976021611856,0.20202193077121736,12.955454801979464,0.6203811675310135,0.07410626113414764,0.14632967114448547,0.2402294259964585,0.0,0.0,0.18694440548775143,0.2259282698727105,0.4364004008439851,0.939087110812264,3.3569659663269196,True,0.428536389512536,23
QTRT2,QTRT2,QTRT2,QTRT2,0.0199,-0.18033063411712646,,,,,,,,,,,,,,,,False,0.0874283446887659,0
GOLT1B,GOLT1B,GOLT1B,GOLT1B,-0.0454,-0.127677321434021,,,,,,,,,,,,,,,,False,0.22573863829837645,0
ARF5,ARF5,ARF5,ARF5,0.0086,-0.2493600845336914,,,,,,,,,,,,,,,,False,0.1149891998953872,0
LRGUK,LRGUK,LRGUK,LRGUK,-0.027,-0.5686839818954468,,,,,,,,,,,,,,,,False,0.16902813968022448,0
NDUFB2,NDUFB2,NDUFB2,NDUFB2,0.0568,0.06701135635375977,0.41020855184235144,1.7927043070364634,0.12382003821320586,9.92463713916002,0.10346983887255193,0.056859634816646576,0.3173527717590332,0.20223605722092539,0.0,0.0,0.40513871951352054,0.18177503171183979,1.5436542696993927,1.391623994677762,2.965106212893113,True,0.23289945613533028,0
GART,GART,GART,GART,0.0826,-0.2898012399673462,,,,,,,,,,,,,,,,False,0.4111350031765927,0
CNGA3,CNGA3,CNGA3,CNGA3,-0.0232,-0.8299963474273682,,,,,,,,,,,,,,,,False,0.19745184272048377,0
PHLDA1,PHLDA1,PHLDA1,PHLDA1,-0.0241,-1.4245543479919434,,,,,,,,,,,,,,,,False,0.3964419105775853,0
RSF1,RSF1,RSF1,RSF1,-0.1176,0.376275897026062,1.0520110246081151,1.0348776721382236,0.3083711568225539,10.234129572093952,0.166023863106966,0.21518856287002563,0.6124215722084045,0.3181300598379858,0.0,0.0,0.45057524140201144,0.6632176132991285,1.8703024011619132,0.5202605516595628,2.6191054351947236,True,0.6685176255070772,0
ENSGALG00000029446.2,ENSGALG00000029446.2,ENSGALG00000029446.2,ENSGALG00000029446.2,-0.0442,0.43154722452163696,0.5474634884831818,1.9519589319456054,0.45841836869205566,9.2015950450258,0.41801449790596956,0.10815228521823883,0.3667477071285248,0.24945284339677137,0.0,0.0,0.40079647198115137,0.2898891105972551,0.8888408990962238,0.7547560939203651,1.5262937386875255,True,0.7787198059784697,27
YAP1,YAP1,YAP1,YAP1,0.1127,0.6672066748142242,0.045143066842832695,0.06479194317473891,0.23027314627357762,8.593920624029336,9.794466733932495,0.32118648290634155,0.049188967794179916,0.33763678999570984,0.0,0.0,0.07964756955884145,0.7007694201255585,0.12312369322773584,0.39365105712119225,2.3636842342089848,False,0.6217626489877944,0
ARHGEF7,ARHGEF7,ARHGEF7,ARHGEF7,0.0185,-1.5432441234588623,,,,,,,,,,,,,,,,False,0.36016325623788603,0
MRPL48,MRPL48,MRPL48,MRPL48,0.023,-0.05105626583099365,,,,,,,,,,,,,,,,False,0.019309742348253674,0
SYNJ1,SYNJ1,SYNJ1,SYNJ1,-0.0688,-1.4242184162139893,,,,,,,,,,,,,,,,False,0.45720371206689275,0
PARP4,PARP4,PARP4,PARP4,0.0624,0.12758415937423706,0.0342073374732385,0.317346993049762,0.199017228294721,8.750385731478797,1.535212916135788,0.03834860026836395,0.03540821000933647,0.23235594006335583,0.0,0.0,0.030420545334270906,0.10249588273223126,0.10367450859911484,0.8555680057185493,2.5562135942333053,True,0.37150215287496546,0
ATP5C1,ATP5C1,ATP5C1,ATP5C1,-0.0028,0.036338746547698975,0.3533704847828166,1.934842835359591,0.15041223316710362,11.65253215238151,0.09357181996107101,0.058508627116680145,0.2954449951648712,0.2053895565499264,0.0,0.0,0.3956808166864321,0.18773713237260953,1.3345492966473103,1.3454571539393623,2.485545648376082,True,0.2315098230448061,0
SAMSN1,SAMSN1,SAMSN1,SAMSN1,-0.052,-0.5968049764633179,,,,,,,,,,,,,,,,False,0.4614758895149828,0
FRMD4A,FRMD4A,FRMD4A,FRMD4A,0.0575,0.38303548097610474,0.037226854402169725,0.15788682355059494,0.23607391440551165,7.736272704918447,3.649763149023056,0.08822166919708252,0.030597582459449768,0.22420605936111349,0.0,0.0,0.002884872732076161,0.23930035196674948,0.08526125273281901,0.9467947538883994,2.092072156216432,True,0.6911520081242442,16
AGPAT3,AGPAT3,AGPAT3,AGPAT3,0.0219,-0.20950722694396973,,,,,,,,,,,,,,,,False,0.20359999902173653,0
MTPN,MTPN,MTPN,MTPN,0.0914,0.023515641689300537,0.34536414943891564,3.039944448189503,0.17896275416770127,11.402838391041099,0.130046508461237,0.04144066944718361,0.3457465171813965,0.1937065182408212,0.0,0.0,0.39141839459294314,0.12118210706077705,1.349439543382875,1.3176867403158334,2.6072879620155778,True,0.2590140679071888,0
BACE2,BACE2,BACE2,BACE2,-0.0032,0.09550338983535767,0.042838280796423385,0.055945558379034456,0.17082552581676202,5.914479504076949,18.278797674179078,0.28951746225357056,0.02613431215286255,0.2123480073362761,0.0,0.0,0.26034415339691874,0.7598454252283696,0.08708580035780525,0.5813116985967718,1.6538441107365858,False,0.5007714042359821,0
KDM7A,KDM7A,KDM7A,KDM7A,-0.0817,-0.15419650077819824,,,,,,,,,,,,,,,,False,0.5416337749365504,0
PICALM,PICALM,PICALM,PICALM,0.0065,-1.086848258972168,,,,,,,,,,,,,,,,False,0.29659824334738377,0
ENSGALG00000040433.2,ENSGALG00000040433.2,ENSGALG00000040433.2,ENSGALG00000040433.2,0.0946,0.2252928614616394,0.16837464043641265,0.2460952201395001,0.29549171968826654,11.96229794875185,0.6781486326456072,0.15720516443252563,0.10779406875371933,0.2666433822487735,0.0,0.0,0.32298639503169346,0.49046018053861834,0.34868352172157635,0.7819693520098249,2.6896597823332065,True,0.5060538369819063,0
ENSGALG00000043593.2,ENSGALG00000043593.2,ENSGALG00000043593.2,ENSGALG00000043593.2,0.0063,-0.2784925699234009,,,,,,,,,,,,,,,,False,0.0,0
AAMDC,AAMDC,AAMDC,AAMDC,0.0479,-0.25991368293762207,,,,,,,,,,,,,,,,False,0.0,0
NAA50,NAA50,NAA50,NAA50,-0.0082,-0.9842684268951416,,,,,,,,,,,,,,,,False,0.12798367692891163,0
ENSGALG00000052354.1,ENSGALG00000052354.1,ENSGALG00000052354.1,ENSGALG00000052354.1,-0.0386,-1.3837549686431885,,,,,,,,,,,,,,,,False,0.16967650733727344,0
LUC7L2,LUC7L2,LUC7L2,LUC7L2,0.0689,-0.01796126365661621,,,,,,,,,,,,,,,,False,0.26460043992223226,0
ENSGALG00000040808.3,ENSGALG00000040808.3,ENSGALG00000040808.3,ENSGALG00000040808.3,-0.0142,-1.8430089950561523,,,,,,,,,,,,,,,,False,0.14358975463812135,0
BTBD11,BTBD11,BTBD11,BTBD11,-0.0138,-0.33840036392211914,,,,,,,,,,,,,,,,False,0.4272827046276286,0
GAS6,GAS6,GAS6,GAS6,-0.0559,0.6128086745738983,0.5279343315695862,0.8607314925818546,0.4486941777949685,8.696690781226142,0.30203893035650253,0.16227638721466064,0.2498304545879364,0.3158720676831479,0.0,0.0,0.4238713311060319,0.4326982227997523,0.7016846530364249,0.5548799620091206,1.726612184127131,True,0.7865774825770779,0
CBLL1,CBLL1,CBLL1,CBLL1,0.01,-0.050248026847839355,,,,,,,,,,,,,,,,False,0.029210286272173838,0
SEMA3C,SEMA3C,SEMA3C,SEMA3C,-0.0063,0.013644814491271973,0.03831758710446789,0.0665716308809259,0.08686437904149814,20.689279301208785,3.0817434774504764,0.16058112680912018,0.05876537784934044,0.1413367770501443,0.0,0.0,0.4378899333108802,0.4704433535991294,0.21988060547376115,1.5355194328914707,6.060611547896498,True,0.40889090321340543,47
ZBED4,ZBED4,ZBED4,ZBED4,-0.0325,-1.487924575805664,,,,,,,,,,,,,,,,False,0.0,0
MGAT4A,MGAT4A,MGAT4A,MGAT4A,-0.0271,0.7294735908508301,0.6761580924833486,0.5376663031909936,0.5039341270267619,9.951736418429288,0.5177268841862679,0.24370858073234558,0.2388945072889328,0.24827169345595415,0.0,0.0,0.4940372544580681,0.828912347514424,0.8777963886165927,0.5165194580166728,1.823150455044946,True,0.5542990929780338,0
ENSGALG00000011177.7,ENSGALG00000011177.7,ENSGALG00000011177.7,ENSGALG00000011177.7,-0.0196,-0.3949580192565918,,,,,,,,,,,,,,,,False,0.2630580665279067,0
TES,TES,TES,TES,0.013,-0.7198939323425293,,,,,,,,,,,,,,,,False,0.2299864287934916,0
METTL25,METTL25,METTL25,METTL25,0.0184,-2.086848735809326,,,,,,,,,,,,,,,,False,0.16609418214822785,0
TPP1,TPP1,TPP1,TPP1,-0.0665,-0.07890212535858154,,,,,,,,,,,,,,,,False,0.10763094250444341,0
IFNGR2,IFNGR2,IFNGR2,IFNGR2,-0.007,-0.10788559913635254,,,,,,,,,,,,,,,,False,0.03113564093698658,0
HMGB1,HMGB1,HMGB1,HMGB1,0.3796,0.8399971723556519,7.111412759916685,2.104909936446147,0.6574642052098267,12.914065321053426,0.1677550229430199,1.041793942451477,2.8877477645874023,0.3925787544390877,0.0,0.0,0.4956293072992756,3.0298763513255422,8.498365805066864,0.36318033659683246,1.2712072677142163,True,0.8297067027683809,12
PANX1,PANX1,PANX1,PANX1,-0.0017,-0.2814652919769287,,,,,,,,,,,,,,,,False,0.12413198136205036,0
SLC9A7,SLC9A7,SLC9A7,SLC9A7,0.0166,-0.9064531326293945,,,,,,,,,,,,,,,,False,0.08958104892104855,0
ZNF800,ZNF800,ZNF800,ZNF800,-0.0238,-0.22220885753631592,,,,,,,,,,,,,,,,False,0.11698247582506519,0
HCFC2,HCFC2,HCFC2,HCFC2,-0.0333,-2.355417251586914,,,,,,,,,,,,,,,,False,0.25854576849828215,0
TRABD,TRABD,TRABD,TRABD,0.0113,-0.2021195888519287,,,,,,,,,,,,,,,,False,0.11844856634235895,0
NDUFA6,NDUFA6,NDUFA6,NDUFA6,0.0488,-0.012360453605651855,,,,,,,,,,,,,,,,False,0.0,0
KRAS,KRAS,KRAS,KRAS,-0.1598,0.49089616537094116,1.2738575407920134,5.288427752420802,0.37849588989835115,7.243228394323256,0.04926407787948847,0.0841514989733696,0.7942997813224792,0.2729414136016326,0.0,0.0,0.45428949674881736,0.2238618580575128,1.9302375438012955,0.6681540315937158,1.7229333772337352,True,0.7357370797219389,0
ATP5PF,ATP5PF,ATP5PF,ATP5PF,0.1062,0.08322101831436157,1.0180881511557993,12.885455551163705,0.28849083932241343,8.886845748050947,0.02680848638216654,0.0268266499042511,0.5170167088508606,0.18184567427899112,0.0,0.0,0.4492156018675936,0.0858378426399309,2.685505727241779,1.6259053723812165,1.4956789174875336,False,0.23610938978298848,0
SYN3,SYN3,SYN3,SYN3,-0.0048,-0.09214746952056885,,,,,,,,,,,,,,,,False,0.12261061953244017,0
ZIC5,ZIC5,ZIC5,ZIC5,0.0166,-0.027553915977478027,,,,,,,,,,,,,,,,False,0.23799163041267812,0
PEX5,PEX5,PEX5,PEX5,-0.0609,0.0166434645652771,0.1649951920966842,3.2096446138774506,0.2504497339026996,6.754649494165775,0.19159578334540134,0.01978379674255848,0.14636820554733276,0.16713444234099345,0.0,0.0,0.38574458384248067,0.06536203966852788,0.4261119908428398,1.5682624658024253,2.305049056973551,True,0.18984833407132123,0
ACTR6,ACTR6,ACTR6,ACTR6,0.1197,-0.029607534408569336,,,,,,,,,,,,,,,,False,0.233428124088486,0
ENSGALG00000014554.7,ENSGALG00000014554.7,ENSGALG00000014554.7,ENSGALG00000014554.7,0.029,-0.04504430294036865,,,,,,,,,,,,,,,,False,0.10733350510619269,0
COA5,COA5,COA5,COA5,0.0113,0.0154075026512146,0.14453132672835153,3.6395153201259713,0.21567740914946884,6.428315643232903,0.0685321418568492,0.014434334821999073,0.09951860457658768,0.14920610866558348,0.0,0.0,0.3103233947257158,0.0468127224828174,0.3534922270296976,1.8400159132205234,1.7996479711107958,True,0.09520009431659243,0
ENSGALG00000029796.3,ENSGALG00000029796.3,ENSGALG00000029796.3,ENSGALG00000029796.3,0.049,0.14778393507003784,0.03244693866557,0.03419241797993783,0.18825458030377665,8.550820211696092,15.614718732833857,0.35147392749786377,0.03190670907497406,0.2267183668214443,0.0,0.0,0.21897879085253197,0.8970329257021309,0.09302265420234923,1.006939953299056,2.654966759514347,False,0.5713678820868403,0
UNC50,UNC50,UNC50,UNC50,-0.0252,0.0021918416023254395,,,,,,,,,,,,,,,,False,0.1128815430068289,0
INPP4A,INPP4A,INPP4A,INPP4A,0.0517,0.694183886051178,0.292760980453266,0.16590251827880223,0.24998504309718375,10.887064225792441,3.192024261421627,0.5555976629257202,0.2098367065191269,0.24907503376434434,0.0,0.0,0.4195826500017358,1.6228777519502593,0.6833757311105728,0.8742351244761534,2.27650216041162,True,0.6993595445389077,0
P4HA3,P4HA3,P4HA3,P4HA3,0.0397,0.038325369358062744,0.0781216967560137,1.2191755328039484,0.2579526444471956,5.72541106625088,0.3306266786903143,0.014849072322249413,0.0605187863111496,0.10530322350788657,0.0,0.0,0.3337951670612304,0.049538053075058916,0.21080312691628933,1.35791288558702,2.8653511426078957,True,0.2343260096550873,0
PAN3,PAN3,PAN3,PAN3,-0.0424,-2.1182572841644287,,,,,,,,,,,,,,,,False,0.4333134723562343,0
ENSGALG00000039958.2,ENSGALG00000039958.2,ENSGALG00000039958.2,ENSGALG00000039958.2,-0.0404,-0.04240751266479492,,,,,,,,,,,,,,,,False,0.0869047722957736,0
ENSGALG00000031836.3,ENSGALG00000031836.3,ENSGALG00000031836.3,ENSGALG00000031836.3,-0.041,-0.33696413040161133,,,,,,,,,,,,,,,,False,0.4358763391149209,0
IFNAR1,IFNAR1,IFNAR1,IFNAR1,0.004,-0.4341367483139038,,,,,,,,,,,,,,,,False,0.15324956494489161,0
CREBL2,CREBL2,CREBL2,CREBL2,-0.0829,0.05901312828063965,0.10846619038040453,1.6956187838102628,0.18667714556272558,10.61081581803719,0.39606711119413374,0.03200039640069008,0.12523286044597626,0.15928447343990798,0.0,0.0,0.3318095388474325,0.09856529225427504,0.4027010178643054,1.593790273152031,2.514271096776555,True,0.26395802478953034,0
GRM8,GRM8,GRM8,GRM8,-0.0149,-0.5312384366989136,,,,,,,,,,,,,,,,False,0.47369379256236666,0
LTA4H,LTA4H,LTA4H,LTA4H,0.1004,-0.24188506603240967,,,,,,,,,,,,,,,,False,0.2156639926849055,0
KIN,KIN,KIN,KIN,-0.0254,-0.2378523349761963,,,,,,,,,,,,,,,,False,0.0,0
SRPX,SRPX,SRPX,SRPX,0.0284,-0.4098339080810547,,,,,,,,,,,,,,,,False,0.22703311627914183,0
MID1,MID1,MID1,MID1,0.1026,0.5709783136844635,0.28505369437291633,0.09807310523751953,0.284850323416374,5.974204169576586,2.3277891325950626,0.828881561756134,0.16557767987251282,0.27907731730275553,0.0,0.0,0.28498349348044427,2.160642441752423,0.4243625611837568,0.7010113210419973,1.966218850497556,True,0.8401090455506247,0
LNX2,LNX2,LNX2,LNX2,-0.0255,-0.7862231731414795,,,,,,,,,,,,,,,,False,0.32790384472279804,0
UBE2N,UBE2N,UBE2N,UBE2N,0.044,-0.12682414054870605,,,,,,,,,,,,,,,,False,0.0,0
SELENOO,SELENOO,SELENOO,SELENOO,-0.0358,-0.15154993534088135,,,,,,,,,,,,,,,,False,0.2646284740076159,0
TMEM168,TMEM168,TMEM168,TMEM168,-0.0079,-0.27388298511505127,,,,,,,,,,,,,,,,False,0.3720126750267163,0
STXBP5L,STXBP5L,STXBP5L,STXBP5L,-0.0252,-1.2762846946716309,,,,,,,,,,,,,,,,False,0.46955276392327666,0
GNAI1,GNAI1,GNAI1,GNAI1,0.054,0.05379617214202881,0.12357958907069852,0.5116254850015619,0.15984967373915307,13.543978941257034,0.5854693896075089,0.07615350931882858,0.16465020179748535,0.2452882335768916,0.0,0.0,0.3558890215101396,0.21378178542476253,0.4567130625183726,0.8954895439107259,4.114979117186729,True,0.5194621372790963,0
ENSGALG00000033769.2,ENSGALG00000033769.2,ENSGALG00000033769.2,ENSGALG00000033769.2,-0.0451,-0.5464416742324829,,,,,,,,,,,,,,,,False,0.18558495683430584,0
MAPK11,MAPK11,MAPK11,MAPK11,-0.02,-0.6720259189605713,,,,,,,,,,,,,,,,False,0.35043393595622463,0
CADM2,CADM2,CADM2,CADM2,0.0041,0.749609112739563,0.4916826223932361,0.09211908686842808,0.4124432383462539,8.537131397400925,2.6335116791725164,1.346617579460144,0.23777270317077637,0.22997427516974703,0.0,0.0,0.46041920093825717,4.575747919773108,0.7342432422145944,0.9106505394130467,1.850293167172421,True,0.7465365004683191,15
CNOT11,CNOT11,CNOT11,CNOT11,-0.0126,-0.0946812629699707,,,,,,,,,,,,,,,,False,0.0,0
ADIPOR2,ADIPOR2,ADIPOR2,ADIPOR2,-0.0245,-0.2015467882156372,,,,,,,,,,,,,,,,False,0.30061802481043365,0
MSL3,MSL3,MSL3,MSL3,-0.0255,-0.07140171527862549,,,,,,,,,,,,,,,,False,0.17961987122895393,0
COG5,COG5,COG5,COG5,-0.0131,-0.4780319929122925,,,,,,,,,,,,,,,,False,0.19151309488175736,0
ENSGALG00000000830.7,ENSGALG00000000830.7,ENSGALG00000000830.7,ENSGALG00000000830.7,0.0004,-1.1987910270690918,,,,,,,,,,,,,,,,False,0.23451878780182087,0
DONSON,DONSON,DONSON,DONSON,0.0475,-0.09089946746826172,,,,,,,,,,,,,,,,False,0.28802695496879593,0
USP12,USP12,USP12,USP12,-0.0487,-0.3396792411804199,,,,,,,,,,,,,,,,False,0.3927575892141342,0
SCAF4,SCAF4,SCAF4,SCAF4,-0.0074,-1.9266958236694336,,,,,,,,,,,,,,,,False,0.156543036542438,0
ELAPOR2,ELAPOR2,ELAPOR2,ELAPOR2,-0.0411,-1.1640441417694092,,,,,,,,,,,,,,,,False,0.44433791145783214,0
MRPS35,MRPS35,MRPS35,MRPS35,0.0389,0.012165963649749756,0.14037363855412877,1.7355482990867706,0.17898630733136606,3.2966504915316093,0.1395593464002013,0.01672239601612091,0.06919768452644348,7.675620449664315e-23,0.0,0.0,0.4882165730083641,0.11707138760835875,0.21497120912154688,2.5444809905162815,2.1994937501307947,False,0.14395482116310773,0
RPS19BP1,RPS19BP1,RPS19BP1,RPS19BP1,0.0171,-0.026420116424560547,,,,,,,,,,,,,,,,False,0.0,0
ENSGALG00000043355.2,ENSGALG00000043355.2,ENSGALG00000043355.2,ENSGALG00000043355.2,0.0128,0.639265239238739,0.30223389572699333,0.09179880211227538,0.5097126050413694,6.955229257084165,3.3816535377502444,0.7946808338165283,0.10927393287420273,0.2508942404043671,0.0,0.0,0.4388965758753284,3.390047574565398,0.30703460816936246,0.8155394714323286,1.4459700362009018,True,0.7605459651764933,0
ENSGALG00000036447.2,ENSGALG00000036447.2,ENSGALG00000036447.2,ENSGALG00000036447.2,-0.0123,-0.13274908065795898,,,,,,,,,,,,,,,,False,0.3112422514286126,0
CLC2DL3,CLC2DL3,CLC2DL3,CLC2DL3,0.0109,-2.006335735321045,,,,,,,,,,,,,,,,False,0.07133116223142098,0
GPR180,GPR180,GPR180,GPR180,-0.0034,-0.7736155986785889,,,,,,,,,,,,,,,,False,0.18996394006135062,0
ALG10,ALG10,ALG10,ALG10,-0.0017,-0.02540004253387451,,,,,,,,,,,,,,,,False,0.1080319317305255,0
ENSGALG00000034083.2,ENSGALG00000034083.2,ENSGALG00000034083.2,ENSGALG00000034083.2,0.0184,-0.0024497509002685547,,,,,,,,,,,,,,,,False,0.10568864364673465,0
ZDHHC20,ZDHHC20,ZDHHC20,ZDHHC20,-0.0418,-0.7478175163269043,,,,,,,,,,,,,,,,False,0.3886516806130055,0
CHORDC1,CHORDC1,CHORDC1,CHORDC1,0.0057,-0.17544376850128174,,,,,,,,,,,,,,,,False,0.07753096097663253,0
FAM124A,FAM124A,FAM124A,FAM124A,-0.0057,0.09896320104598999,0.11711325306545844,0.13459780269396038,0.1461366565843502,6.426113926140552,5.296787508328755,0.24292106926441193,0.055289145559072495,0.00153539631625148,0.0,0.0,0.47786369728444206,0.6015298922628511,0.49599494166864916,1.5891279373996534,1.6909731354086839,True,0.7247781148054754,0
MINA,MINA,MINA,MINA,0.0186,-0.2526707649230957,,,,,,,,,,,,,,,,False,0.0,0
HSPA14,HSPA14,HSPA14,HSPA14,0.0331,-0.08448302745819092,,,,,,,,,,,,,,,,False,0.15723458182947547,0
ENSGALG00000043421.3,ENSGALG00000043421.3,ENSGALG00000043421.3,ENSGALG00000043421.3,0.0135,-0.6451164484024048,,,,,,,,,,,,,,,,False,0.2216591545877526,0
TENM4,TENM4,TENM4,TENM4,0.0402,-0.2015002965927124,,,,,,,,,,,,,,,,False,0.48810769314202707,0
UPF2,UPF2,UPF2,UPF2,-0.0549,-0.4338012933731079,,,,,,,,,,,,,,,,False,0.11655042712072562,0
MPZL1,MPZL1,MPZL1,MPZL1,-0.016,-0.9643521308898926,,,,,,,,,,,,,,,,False,0.08102510354593546,0
AEBP2,AEBP2,AEBP2,AEBP2,0.0363,-0.4566289186477661,,,,,,,,,,,,,,,,False,0.1865774576799615,0
CLDND1,CLDND1,CLDND1,CLDND1,-0.0194,-0.1080096960067749,,,,,,,,,,,,,,,,False,0.09482850435604502,0
ENSGALG00000037435.2,ENSGALG00000037435.2,ENSGALG00000037435.2,ENSGALG00000037435.2,-0.049,0.06427645683288574,0.08185137771891171,0.71523236592376,0.31442457078200536,6.896533781310613,0.8757431745529175,0.03809814155101776,0.05329213663935661,0.2146170279336907,0.0,0.0,0.155888663281263,0.11426302765950326,0.16960002219400788,1.069891287504219,1.862614027789589,True,0.471969533903322,27
GPALPP1,GPALPP1,GPALPP1,GPALPP1,0.0362,-0.10697293281555176,,,,,,,,,,,,,,,,False,0.11985161416088516,0
PUDP,PUDP,PUDP,PUDP,0.036,-0.6179287433624268,,,,,,,,,,,,,,,,False,0.21250847046755278,0
ENSGALG00000035228.2,ENSGALG00000035228.2,ENSGALG00000035228.2,ENSGALG00000035228.2,0.0287,-0.35043132305145264,,,,,,,,,,,,,,,,False,0.31830433048550255,0
TMEM19,TMEM19,TMEM19,TMEM19,-0.036,-1.346937894821167,,,,,,,,,,,,,,,,False,0.0,0
USF3,USF3,USF3,USF3,0.0153,-0.16629838943481445,,,,,,,,,,,,,,,,False,0.19937651266772183,0
M6PR,M6PR,M6PR,M6PR,-0.0198,-1.7816815376281738,,,,,,,,,,,,,,,,False,0.10916746125347901,0
USP6NL,USP6NL,USP6NL,USP6NL,-0.0252,-0.7777175903320312,,,,,,,,,,,,,,,,False,0.1838004693886746,0
ANKRD10,ANKRD10,ANKRD10,ANKRD10,-0.0202,-1.2101404666900635,,,,,,,,,,,,,,,,False,0.34512307807150433,0
ENSGALG00000041564.2,ENSGALG00000041564.2,ENSGALG00000041564.2,ENSGALG00000041564.2,-0.0205,-1.806044340133667,,,,,,,,,,,,,,,,False,0.07628028081539316,0
CAMK1D,CAMK1D,CAMK1D,CAMK1D,0.0257,0.5970645844936371,0.10956187909409011,0.03765788137609314,0.32139924487248556,10.342830140769856,13.423927296797434,1.0282657146453857,0.09070654213428497,0.23856472164910714,0.0,0.0,0.37423017083378063,2.572807404338699,0.23747037290113754,0.9263089546997478,2.2309408633274352,False,0.7935536795644922,0
MGAT3,MGAT3,MGAT3,MGAT3,-0.0092,6.860494613647461e-05,,,,,,,,,,,,,,,,False,0.1414685396336576,0
MAGI2,MAGI2,MAGI2,MAGI2,-0.0021,0.012839674949645996,0.02150958622189412,0.0046634265877174685,0.17672885419270315,12.293970765708304,74.02933155059814,1.6910492181777954,0.025755438953638077,0.14465602020041576,0.0,0.0,0.3996961119929097,6.176817242636765,0.0872032911404325,2.0496779925622017,3.2231196945843577,False,0.4400259097375719,0
ENSGALG00000039659.2,ENSGALG00000039659.2,ENSGALG00000039659.2,ENSGALG00000039659.2,-0.1306,0.46030712127685547,0.24070802632548968,0.05453372487054226,0.11288739568879849,20.23354261719272,4.005265170998043,1.3562675714492798,0.4082266390323639,0.3384189269965179,0.0,0.0,0.42033979599525617,3.073409898813045,1.0963828655377288,0.4789525315703734,5.519386308236563,True,0.8762395893287303,28
